Shugo Maki,DeNA Baystars,1,img/dm.png
Ryutaro Umeno,Hanshin Tigers,1,img/htume.png
Ryutaro Umeno,Hanshin Tigers,2,img/htume2.png
Ryutaro Umeno,Hanshin Tigers,3,img/htume3.png
MESSI,Hanshin Tigers,2,img/messi.png
Shohei Ohtani,Hanshin Tigers,1,img/wbc_tani.png
MATU,Hanshin Tigers,2,img/IMG_6115.png
Masashi Ito,Hanshin Tigers,1,img/itomasa.png
